MES_83	MES_326	MES_1123	PN_19	PN_157	PN_528
ENSG00000038358.14	1579	819	1025	1074	669	687
ENSG00000038382.18	2937	2382	2089	13039	12890	12894
ENSG00000038427.15	6	8	6	5757	7019	24228
ENSG00000038532.14	368	335	388	718	706	510
ENSG00000038945.14	25	66	81	0	0	0
ENSG00000039068.18	0	0	1	0	3	16
ENSG00000039123.15	2214	2635	1274	2338	2494	3614
ENSG00000039139.9	75	71	99	6	4	0
ENSG00000039319.16	1313	2008	1338	2639	3466	8207
ENSG00000039523.19	1523	1041	1133	1151	853	587
ENSG00000039537.13	0	0	0	0	0	0
ENSG00000039560.13	3220	3470	3579	1676	1356	2403
ENSG00000039600.10	0	0	4	2	8	1
ENSG00000039650.11	567	381	476	416	273	326
ENSG00000039987.6	1	0	0	3	0	0
ENSG00000040199.18	1353	1305	1156	1189	1047	659
ENSG00000040275.16	2124	2553	2025	1360	1072	1803
ENSG00000040341.17	1621	2547	1747	1938	2291	1330
ENSG00000040487.12	133	90	121	260	129	152
ENSG00000040531.14	106	66	119	303	212	327
ENSG00000040608.13	139	12	48	11	20	8
ENSG00000040633.12	470	615	611	2470	1187	1121
ENSG00000040731.10	0	0	0	0	1	0
ENSG00000040933.15	732	817	877	1212	1112	1065
ENSG00000041353.9	281	396	610	45	19	0
ENSG00000041357.15	5692	7802	7001	4788	3928	5561
ENSG00000041515.15	0	0	0	56	23	451
ENSG00000041802.10	1449	1921	1865	1624	1132	1338
ENSG00000041880.14	268	185	335	219	109	68
ENSG00000041982.15	169	75	54	47685	34198	254
ENSG00000041988.15	513	314	393	281	210	188
ENSG00000042062.11	0	1	0	0	0	0
ENSG00000042088.13	810	814	799	1250	1063	1014
ENSG00000042286.14	951	638	707	424	443	143
ENSG00000042304.10	0	1	0	0	0	1
ENSG00000042317.16	147	142	185	158	249	133
ENSG00000042429.11	320	315	237	233	222	245
ENSG00000042445.13	855	857	1015	1352	1127	896
ENSG00000042493.15	14	6	44	189	11	3
ENSG00000042753.11	2149	1527	1222	5288	2448	997
ENSG00000042781.12	0	0	0	0	2	0
ENSG00000042813.7	0	0	0	0	0	0
ENSG00000042832.11	1	1	0	95	45	0
ENSG00000042980.12	1	4	2	0	0	1
ENSG00000043039.6	82	17	79	0	0	0
ENSG00000043093.13	1152	1843	1287	1432	1523	1603
ENSG00000043143.20	622	413	385	411	340	248
ENSG00000043355.11	171	240	192	1058	750	1
ENSG00000043462.11	0	0	0	0	2	0
ENSG00000043514.15	1118	1468	1165	654	724	2175
ENSG00000043591.5	10	19	32	0	0	1
ENSG00000044012.3	0	0	0	0	0	0
ENSG00000044090.8	6838	4408	3206	36	40	755
ENSG00000044115.20	13030	13391	9718	18219	18545	8991
ENSG00000044446.11	964	949	1106	192	247	1187
ENSG00000044459.14	128	197	125	366	325	788
ENSG00000044524.10	1	29	8	2565	958	2849
ENSG00000044574.7	63590	56526	26522	31635	34374	21504
ENSG00000046604.12	863	1744	1722	311	625	243
ENSG00000046647.13	395	365	432	690	615	575
ENSG00000046651.14	812	1077	855	914	1506	1269
ENSG00000046653.14	8	18	14	22591	28093	22327
ENSG00000046774.9	0	0	0	0	0	4
ENSG00000046889.18	0	0	0	169	0	44
ENSG00000047056.14	832	703	684	552	557	474
ENSG00000047188.15	3050	4356	3470	1703	2017	2701
ENSG00000047230.14	822	849	826	968	995	1698
ENSG00000047249.17	770	902	726	819	682	529
ENSG00000047315.15	4143	5806	5445	5802	5669	8667
ENSG00000047346.12	292	283	255	1136	1481	701
ENSG00000047365.11	874	1219	636	561	577	1074
ENSG00000047410.13	12744	13592	14090	7221	8092	8419
ENSG00000047457.13	0	0	1	15	0	0
ENSG00000047578.12	329	346	326	467	489	257
ENSG00000047579.19	264	315	308	297	206	425
ENSG00000047597.5	0	0	0	6	14	52
ENSG00000047617.14	0	0	0	0	0	0
ENSG00000047621.11	285	460	429	808	844	689
ENSG00000047634.14	1859	2363	2253	1189	1311	1701
ENSG00000047644.18	201	156	295	1544	1255	1292
ENSG00000047648.21	0	1	0	217	205	1
ENSG00000047662.4	1	1	0	6	9	123
ENSG00000047849.21	7730	7602	5132	11305	10019	5181
ENSG00000047932.13	1147	1729	1129	1064	1240	2328
ENSG00000047936.10	0	0	0	0	0	1
ENSG00000048028.11	1420	1589	1336	1183	1582	1855
ENSG00000048052.21	688	948	1284	944	1835	2924
ENSG00000048140.17	929	968	1031	1406	697	389
ENSG00000048162.20	1201	1343	1196	707	355	878
ENSG00000048342.15	278	288	166	770	550	656
ENSG00000048392.11	2986	4621	2567	3405	4210	514
ENSG00000048405.9	811	1091	861	1185	1324	1148
ENSG00000048462.10	0	0	0	0	0	0
ENSG00000048471.13	194	206	195	433	372	327
ENSG00000048540.14	0	0	0	0	0	0
ENSG00000048544.5	3852	5307	3582	1313	1176	2217
ENSG00000048545.13	0	0	0	0	0	1
ENSG00000048649.13	3795	4158	3165	4119	5289	3485
ENSG00000048707.13	1375	1427	1626	1370	1610	1366
ENSG00000048740.18	4	2	15	4024	3453	6916
ENSG00000048828.16	5785	6369	7879	6073	5683	5460
ENSG00000048991.16	919	1196	1072	1284	1256	1871
ENSG00000049089.13	12	4	6	234	155	214
ENSG00000049130.14	25	137	120	4136	3683	10
ENSG00000049167.13	244	254	162	580	592	774
ENSG00000049192.14	795	708	1055	66	37	325
ENSG00000049239.12	1614	1226	1570	2489	1948	478
ENSG00000049245.12	2664	2977	2662	3008	2296	2164
ENSG00000049246.14	279	236	363	1301	1781	391
ENSG00000049247.13	0	0	0	0	0	0
ENSG00000049249.8	4	3	0	2	3	0
ENSG00000049283.17	1	1	2	0	0	0
ENSG00000049323.15	1094	2611	262	489	511	174
ENSG00000049449.8	4265	5266	4370	9318	7337	3665
ENSG00000049540.16	1	1	0	1854	686	3
ENSG00000049541.10	442	517	784	4550	2285	2472
ENSG00000049618.22	1515	1387	1134	893	833	1508
ENSG00000049656.13	3460	2878	3200	2946	1643	2566
ENSG00000049759.17	498	429	489	1182	1559	723
ENSG00000049768.14	5	3	6	5	1	4
ENSG00000049769.12	129	62	116	469	273	100
ENSG00000049860.13	4477	5602	3956	2856	3077	1716
ENSG00000049883.14	536	620	651	604	699	798
ENSG00000050030.13	14	34	22	2	8	9
ENSG00000050130.17	1531	2250	1291	3144	3077	1299
ENSG00000050165.17	1865	1571	1962	2701	1198	45
ENSG00000050327.14	0	0	0	0	0	0
ENSG00000050344.8	653	975	664	665	1337	385
ENSG00000050393.11	663	1057	666	1715	1490	1821
ENSG00000050405.13	1957	2632	3735	5513	5674	6951
ENSG00000050426.15	1785	1757	1739	842	602	1389
ENSG00000050438.16	707	688	573	710	739	6
ENSG00000050555.17	37	1	136	9	13	8
ENSG00000050628.20	0	4	0	1	0	5
ENSG00000050730.15	3	5	5	0	0	0
ENSG00000050748.17	2438	2903	2304	1029	1065	2159
ENSG00000050767.15	0	1	0	1030	206	1
ENSG00000050820.16	1650	405	644	418	261	177
ENSG00000051009.10	836	640	749	512	400	353
ENSG00000051108.14	3185	2180	1369	905	792	879
ENSG00000051128.18	190	127	166	406	269	108
ENSG00000051180.16	1027	1418	1310	658	369	404
ENSG00000051341.13	1043	1420	1669	1124	929	1743
ENSG00000051382.8	2763	3151	2657	1059	1198	1488
ENSG00000051523.10	3	0	3	1	1	2
ENSG00000051596.9	577	487	480	326	215	330
ENSG00000051620.10	922	954	735	281	252	337
ENSG00000051825.14	1604	2185	2063	1948	2267	2349
ENSG00000052126.14	775	1205	1049	16	29	663
ENSG00000052344.15	1	0	0	2	0	1
ENSG00000052723.11	2464	2883	2047	1804	2582	1708
ENSG00000052749.13	1260	921	1405	930	586	477
ENSG00000052795.12	424	642	557	1134	1023	1989
ENSG00000052802.12	19089	22346	19004	4217	4648	5175
ENSG00000052841.14	3421	3800	2978	3066	4239	2520
ENSG00000052850.5	3	0	5	7	1	0
ENSG00000053108.16	0	0	1	0	0	1
ENSG00000053254.15	436	503	455	2396	3047	1718
ENSG00000053328.8	0	0	0	0	0	1
ENSG00000053371.12	322	211	252	1063	413	551
ENSG00000053372.4	1841	2055	2282	2529	872	1896
ENSG00000053438.8	0	0	0	0	0	154
ENSG00000053501.12	276	153	278	274	196	180
ENSG00000053524.12	110	86	149	12	32	8
ENSG00000053702.14	0	1	0	5	5	3
ENSG00000053747.15	194	131	170	12	8	1
ENSG00000053770.11	556	842	685	1640	2120	1685
ENSG00000053900.10	894	1160	764	1279	1250	1612
ENSG00000053918.15	42	15	20	3	1	0
ENSG00000054116.11	908	1034	967	1821	1211	799
ENSG00000054118.13	2801	3939	3469	6841	6163	6382
ENSG00000054148.17	1786	755	1263	2251	971	307
ENSG00000054179.11	4	0	3	4	6	3
ENSG00000054219.10	0	0	0	0	0	0
ENSG00000054267.21	2174	2868	2339	2348	2795	2393
ENSG00000054277.13	130	166	207	535	585	591
ENSG00000054282.15	874	938	1540	518	668	504
ENSG00000054356.13	2	0	0	42	9	2
ENSG00000054392.12	38	29	86	143	103	18
ENSG00000054523.17	3784	4048	4644	6420	7256	4316
ENSG00000054598.6	311	557	390	128	202	4
ENSG00000054611.13	425	288	380	284	181	239
ENSG00000054654.16	512	661	761	2893	2241	5773
ENSG00000054690.13	829	935	859	401	462	2430
ENSG00000054793.13	863	606	1186	5875	6641	1213
ENSG00000054796.12	0	0	0	0	0	0
ENSG00000054803.3	0	0	0	0	0	0
ENSG00000054938.15	0	0	0	1	1	0
ENSG00000054965.10	2588	2378	1981	7735	5455	2044
ENSG00000054967.12	556	290	331	495	253	315
ENSG00000054983.16	0	0	0	0	36	0
ENSG00000055044.10	2660	4356	3922	2357	1994	5203
ENSG00000055070.16	4073	3677	4305	8674	4365	3465
ENSG00000055118.14	0	0	2	1230	699	73
ENSG00000055130.15	2785	3106	3036	4619	4327	5054
ENSG00000055147.18	945	1374	1225	943	812	1054
ENSG00000055163.19	1885	2074	1896	2403	2297	1074
ENSG00000055208.18	2749	2906	2638	1371	1357	2328
ENSG00000055211.12	1561	2019	1392	677	779	657
ENSG00000055332.16	2840	3625	3068	3336	3761	2894
ENSG00000055483.19	2143	1621	1714	1023	882	940
ENSG00000055609.17	1593	1375	1461	6577	7731	3983
ENSG00000055732.12	651	723	876	17	1	144
ENSG00000055813.5	0	1	4	0	0	0
ENSG00000055917.15	4343	4873	7479	4739	4822	5743
ENSG00000055950.16	925	642	625	765	431	503
ENSG00000055955.15	0	0	0	0	1	1
ENSG00000055957.10	0	0	1	0	0	0
ENSG00000056050.6	1066	1690	1373	820	794	1157
ENSG00000056097.15	3884	4225	3717	5726	6185	5350
ENSG00000056277.15	659	1056	625	472	510	566
ENSG00000056291.17	0	0	0	0	0	0
ENSG00000056487.15	271	163	212	336	373	10
ENSG00000056558.10	460	360	652	58	94	126
ENSG00000056586.15	2067	2372	2057	4936	4629	3962
ENSG00000056736.9	1	2	0	659	1015	141
ENSG00000056972.18	549	317	337	709	542	659
ENSG00000056998.19	0	0	0	964	952	0
ENSG00000057019.15	2172	2806	2128	3471	2958	1827
ENSG00000057149.15	0	0	0	0	0	0
ENSG00000057252.12	2391	3138	3336	1566	1589	2004
ENSG00000057294.14	634	802	715	0	0	347
ENSG00000057468.6	4	2	3	4	4	0
ENSG00000057593.13	0	0	1	0	0	0
ENSG00000057608.16	9946	10870	9609	7061	7122	9474
ENSG00000057657.15	6	26	16	14	25	3
ENSG00000057663.14	1196	1364	974	464	419	1214
ENSG00000057704.12	342	495	404	208	55	1157
ENSG00000057757.9	666	740	835	1767	1062	1892
ENSG00000057935.13	1682	1788	1622	1625	1691	977
ENSG00000058056.8	1362	1612	1151	1419	1277	1805
ENSG00000058063.15	3157	4198	2884	2188	3061	2489
ENSG00000058085.14	75	17	86	16	22	0
ENSG00000058091.16	627	938	624	6781	8461	1339
ENSG00000058262.9	7106	5618	6246	13945	6466	5509
ENSG00000058272.16	2988	3974	2940	4543	5522	3210
ENSG00000058335.15	46	6	43	0	0	10
ENSG00000058404.19	10	2	2	501	844	3
ENSG00000058453.16	244	82	169	78	91	120
ENSG00000058600.15	1321	1127	1220	967	773	938
ENSG00000058668.14	780	881	1279	2311	5135	705
ENSG00000058673.16	8	12	9	7	7	8
ENSG00000058729.10	1177	1590	1017	827	747	1289
ENSG00000058799.14	205	315	249	680	531	353
ENSG00000058804.11	2105	3064	2551	2488	2059	2509
ENSG00000058866.14	5	4	3	193	137	525
ENSG00000059122.16	731	333	495	297	218	522
ENSG00000059145.18	512	280	427	431	297	240
ENSG00000059377.16	52	37	107	69	47	1590
ENSG00000059378.12	744	641	790	544	613	352
ENSG00000059573.8	7293	7040	6231	4551	3136	6943
ENSG00000059588.9	2806	3313	4151	1981	2966	3102
ENSG00000059691.11	584	521	644	880	486	658
ENSG00000059728.10	680	458	373	397	534	278
ENSG00000059758.7	1796	1945	3832	1642	1734	1294
ENSG00000059769.19	642	715	586	449	517	428
ENSG00000059804.15	7994	7602	3194	3644	5865	169
ENSG00000059915.16	38	20	22	18	33	5
ENSG00000060069.16	241	108	198	412	267	195
ENSG00000060138.12	4976	4957	4628	4165	4234	2996
ENSG00000060140.8	14	16	82	1	0	1
ENSG00000060237.16	4344	5260	4098	6550	6098	5039
ENSG00000060303.5	11	9	7	2	2	9
ENSG00000060339.13	3664	4611	4164	5201	4801	6490
ENSG00000060491.16	1584	579	826	504	434	731
ENSG00000060558.3	18	13	16	0	0	3
ENSG00000060566.13	2	0	3	0	0	1
ENSG00000060642.10	398	407	626	400	282	205
ENSG00000060656.19	412	72	307	32	46	56
ENSG00000060688.12	1921	2279	1964	2230	1201	1922
ENSG00000060709.14	8	1	5	0	1	0
ENSG00000060718.20	9	8	12	7274	7586	14632
ENSG00000060749.14	2424	3624	2909	3748	4166	2930
ENSG00000060762.18	1059	1384	798	960	984	930
ENSG00000060971.17	793	655	587	1336	740	880
ENSG00000060982.14	4254	6371	4837	11842	9743	7955
ENSG00000061273.17	1558	1237	937	1186	1108	253
ENSG00000061337.15	49	12	59	2294	1574	242
ENSG00000061455.10	72	88	67	2	1	2
ENSG00000061492.11	0	0	0	0	2	0
ENSG00000061656.9	350	203	221	7	7	12
ENSG00000061676.14	7769	10206	8001	8588	9122	8305
ENSG00000061794.12	1981	3024	2651	1234	1037	1548
ENSG00000061918.12	1049	1396	1218	236	438	47
ENSG00000061936.9	1987	1291	1891	1508	1531	2476
ENSG00000061938.16	740	343	509	843	746	507
ENSG00000061987.14	1926	2336	2058	2054	2326	2986
ENSG00000062038.13	1	0	1	7	20	9
ENSG00000062096.14	0	0	0	0	0	0
ENSG00000062194.15	1882	2147	1124	3902	4979	4357
ENSG00000062282.14	481	339	612	33	49	67
ENSG00000062370.16	183	185	192	280	346	332
ENSG00000062485.18	4373	5382	4695	6568	5278	6222
ENSG00000062524.15	7	1	9	100	110	6
ENSG00000062582.13	16	13	19	19	18	20
ENSG00000062598.17	710	718	718	2205	1717	1403
ENSG00000062650.17	3887	4575	4521	2809	2765	2975
ENSG00000062716.12	4669	7089	6298	2837	4557	2906
ENSG00000062725.9	1013	1178	1221	3131	3554	2428
ENSG00000062822.12	1250	483	646	364	247	408
ENSG00000063015.19	1	0	0	220	100	0
ENSG00000063046.17	15465	16290	13627	7305	9468	9307
ENSG00000063127.15	31	34	46	207	254	44
ENSG00000063169.10	159	116	104	174	136	110
ENSG00000063176.15	192	78	80	378	163	292
ENSG00000063177.12	10375	6017	6249	8659	4975	5768
ENSG00000063180.8	459	318	301	414	426	192
ENSG00000063241.7	1114	381	452	395	154	247
ENSG00000063244.12	3303	2597	2605	5464	2379	3607
ENSG00000063245.14	1223	516	607	1270	618	511
ENSG00000063322.13	841	769	634	1365	1090	765
ENSG00000063438.16	247	150	259	703	742	182
ENSG00000063515.2	0	0	0	0	0	0
ENSG00000063587.13	618	791	490	1042	1064	942
ENSG00000063601.16	1567	2475	1371	886	933	1545
ENSG00000063660.8	847	200	813	2308	1298	255
ENSG00000063761.15	30	43	86	186	120	161
ENSG00000063854.12	651	486	516	715	412	497
ENSG00000063978.15	2316	2253	1876	3324	2663	1608
ENSG00000064012.21	1128	2011	1986	667	319	20
ENSG00000064042.17	1943	1888	1321	2641	1640	1897
ENSG00000064102.14	3239	4967	3311	845	1026	2656
ENSG00000064115.10	2425	4022	3139	2992	2564	5962
ENSG00000064195.7	0	0	0	3	6	1
ENSG00000064199.6	805	831	917	601	555	244
ENSG00000064201.15	0	0	0	0	0	0
ENSG00000064205.10	0	0	0	0	1	0
ENSG00000064218.4	0	0	0	0	0	0
ENSG00000064225.12	296	299	388	1524	1751	2109
ENSG00000064270.12	0	0	0	0	0	16
ENSG00000064300.8	89	40	96	17426	10183	170
ENSG00000064309.14	290	305	329	357	463	491
ENSG00000064313.11	3148	4907	3420	1565	1634	1878
ENSG00000064393.15	2117	1896	2036	6807	6263	21418
ENSG00000064419.13	3665	3365	2845	4044	4256	4708
ENSG00000064489.22	1	0	0	1	0	0
ENSG00000064490.13	470	316	541	1328	706	475
ENSG00000064545.14	744	302	442	270	177	228
ENSG00000064547.13	258	114	175	55	79	56
ENSG00000064601.16	1523	1364	1536	1556	875	869
ENSG00000064607.16	7250	5932	6127	6251	7897	5486
ENSG00000064651.13	910	1282	819	1899	1058	2832
ENSG00000064652.10	794	1073	865	559	475	759
ENSG00000064655.18	121	67	165	1602	825	6
ENSG00000064666.14	1737	801	1128	391	349	588
ENSG00000064687.12	84	45	77	28	48	156
ENSG00000064692.18	1	4	2	26	14	20
ENSG00000064703.11	536	856	679	1218	933	979
ENSG00000064726.9	6803	8382	7386	3866	3842	2585
ENSG00000064763.10	1	0	1	14	14	54
ENSG00000064787.13	11	12	13	18	22	37907
ENSG00000064835.10	0	0	0	0	0	0
ENSG00000064886.13	0	10	1	244	182	238
ENSG00000064932.15	790	257	456	214	195	148
ENSG00000064933.17	1062	1827	1536	1499	1739	2345
ENSG00000064961.18	2851	1332	1670	796	562	650
ENSG00000064989.12	6	19	13	649	1216	81
ENSG00000064995.16	1193	1299	984	1383	1187	1416
ENSG00000064999.13	1007	853	717	1279	678	1473
ENSG00000065000.15	2841	1631	2405	2988	2180	1842
ENSG00000065029.14	741	592	626	906	723	987
ENSG00000065054.13	481	364	141	135	99	51
ENSG00000065057.7	352	153	255	254	137	182
ENSG00000065060.16	3107	3318	2113	1056	1092	2852
ENSG00000065135.10	4309	6266	3705	3680	3521	3321
ENSG00000065150.18	6920	7219	7040	7485	7186	15304
ENSG00000065154.11	4832	5695	3633	2351	2369	6260
ENSG00000065183.15	4724	6163	3813	2005	2115	3095
ENSG00000065243.19	1715	3032	1961	2720	3104	3315
ENSG00000065268.10	884	311	564	393	183	140
ENSG00000065308.4	4935	5572	4466	3555	2377	1084
ENSG00000065320.8	245	169	275	1113	548	176
ENSG00000065325.12	1	0	3	0	0	0
ENSG00000065328.16	832	1596	1733	1737	1284	1730
ENSG00000065357.19	791	795	859	848	838	487
ENSG00000065361.14	618	550	614	1184	1113	20234
ENSG00000065371.17	0	0	0	0	0	0
ENSG00000065413.18	143	178	204	1050	1365	2454
ENSG00000065427.14	3575	3731	3832	3657	2918	5120
ENSG00000065457.10	280	332	416	1311	953	760
ENSG00000065485.19	1446	1297	1477	348	245	445
ENSG00000065491.8	781	816	539	550	359	333
ENSG00000065518.7	3351	3241	3182	2166	1644	2050
ENSG00000065526.10	1658	1647	2019	2950	3051	3121
ENSG00000065534.18	1132	1149	1131	251	249	664
ENSG00000065548.17	7888	9964	10025	2600	2707	3777
ENSG00000065559.14	1128	1262	1012	1198	1030	960
ENSG00000065600.12	363	439	422	1226	1202	2982
ENSG00000065609.14	186	163	147	0	0	1
ENSG00000065613.13	3313	5215	3389	2953	2908	2833
ENSG00000065615.13	777	1217	600	270	294	2563
ENSG00000065618.18	62	20	100	0	1	0
ENSG00000065621.14	58	61	49	15	24	1
ENSG00000065665.20	524	591	633	855	898	470
ENSG00000065675.14	34	6	96	51	33	3
ENSG00000065717.14	652	219	451	330	459	164
ENSG00000065802.11	2601	1468	3965	1803	1378	1081
ENSG00000065809.13	499	603	971	2238	2018	6570
ENSG00000065833.8	1664	2019	1319	2	0	2
ENSG00000065882.15	4012	3611	2155	1313	1074	2139
ENSG00000065883.14	1456	1672	1240	3257	3113	2132
ENSG00000065911.11	9536	10892	9059	3205	2378	4062
ENSG00000065923.9	1769	1699	1842	298	191	502
ENSG00000065970.8	1058	1280	1017	1327	1195	697
ENSG00000065978.18	14721	16223	12558	15642	12986	17230
ENSG00000065989.15	788	608	673	383	365	361
ENSG00000066027.11	1414	1704	1487	407	595	807
ENSG00000066032.18	2	1	11	2	0	1
ENSG00000066044.14	2907	2954	3321	5589	4577	3603
ENSG00000066056.13	21	17	4	0	0	9
ENSG00000066084.12	1430	1754	1700	5422	5915	8205
ENSG00000066117.14	1891	1988	2434	7030	3923	3974
ENSG00000066135.12	1328	1384	1272	2072	1789	2175
ENSG00000066136.20	663	632	725	1100	596	881
ENSG00000066185.12	0	0	2	5	3	8
ENSG00000066230.10	0	0	0	0	0	0
ENSG00000066248.14	46	13	94	52	94	0
ENSG00000066279.17	5368	8033	7839	3788	3526	6223
ENSG00000066294.14	0	0	0	0	0	0
ENSG00000066322.14	1766	1868	2018	1539	774	1046
ENSG00000066336.11	0	0	1	0	1	0
ENSG00000066379.14	899	783	551	542	278	416
ENSG00000066382.16	5	1	0	2376	2509	5
ENSG00000066405.12	0	0	0	0	0	0
ENSG00000066422.4	2389	2412	2175	1233	1430	1418
ENSG00000066427.21	513	520	466	717	1028	646
ENSG00000066455.12	976	947	912	1176	1195	1024
ENSG00000066468.22	97	111	150	259	152	738
ENSG00000066557.5	861	1525	1213	1346	1258	1683
ENSG00000066583.11	1671	2348	1582	265	110	629
ENSG00000066629.16	74	80	195	742	768	332
ENSG00000066651.18	936	1335	692	305	284	1248
ENSG00000066654.13	1287	1816	1401	1717	1837	2115
ENSG00000066697.14	1189	1298	1535	1072	914	560
ENSG00000066735.14	84	39	96	40	43	2
ENSG00000066739.11	682	760	769	1441	1666	6496
ENSG00000066777.8	4144	5071	3529	1387	1612	802
ENSG00000066813.14	0	0	0	0	0	0
ENSG00000066827.15	252	227	182	218	104	403
ENSG00000066855.15	2601	3648	2394	840	967	903
ENSG00000066923.17	31	24	33	148	139	20
ENSG00000066926.10	456	589	771	857	789	939
ENSG00000066933.15	1293	1714	1139	1213	1440	1843
ENSG00000067048.16	0	0	0	0	0	1
ENSG00000067057.16	4577	3047	4440	3931	2458	284
ENSG00000067064.10	15847	18233	15182	5284	4757	8300
ENSG00000067066.16	1207	1413	1344	42	4	47
ENSG00000067082.14	2669	2431	2000	3601	3981	2190
ENSG00000067113.16	201	164	115	152	84	522
ENSG00000067141.16	1106	1337	1036	2162	2473	4350
ENSG00000067167.7	9081	14315	7370	5098	4877	2766
ENSG00000067177.14	2113	2547	1683	1534	2456	1228
ENSG00000067182.7	1326	1174	1213	2401	1421	186
ENSG00000067191.15	313	257	319	551	693	165
ENSG00000067208.14	454	762	549	1209	1543	1910
ENSG00000067221.13	187	88	108	197	133	89
ENSG00000067225.17	35597	29758	21400	67420	29343	25601
ENSG00000067248.9	871	1076	521	1735	1636	1733
ENSG00000067334.13	1727	2294	2021	1738	1666	2761
ENSG00000067365.14	649	502	558	484	450	467
ENSG00000067369.13	2394	2667	2380	3781	4444	1868
ENSG00000067445.20	1250	878	605	2657	2664	2142
ENSG00000067533.5	211	402	345	924	764	997
ENSG00000067560.10	12195	11397	8688	20469	13481	11660
ENSG00000067596.10	1518	1477	1452	2814	2233	1930
ENSG00000067601.7	107	148	201	214	165	77
ENSG00000067606.16	667	416	525	381	404	198
ENSG00000067646.11	0	0	0	0	0	0
ENSG00000067704.9	5520	6521	6229	3553	3287	4312
ENSG00000067715.13	667	764	740	2	0	1
ENSG00000067798.14	1131	1707	2396	0	2	2599
ENSG00000067829.18	1231	1045	989	1181	704	849
ENSG00000067836.12	139	68	128	222	135	115
ENSG00000067840.12	607	185	394	1256	1157	301
ENSG00000067842.17	1	0	0	0	0	0
ENSG00000067900.7	1840	2327	2189	3026	3418	2901
ENSG00000067955.13	4527	4986	3646	3046	2491	3931
ENSG00000067992.12	479	546	473	370	299	291
ENSG00000068001.13	298	186	220	824	409	161
ENSG00000068024.16	317	238	252	438	365	1086
ENSG00000068028.17	888	542	375	561	327	278
ENSG00000068078.17	171	129	98	48	39	117
ENSG00000068079.7	186	277	331	0	0	28
ENSG00000068097.14	1475	1468	1525	972	861	651
ENSG00000068120.14	1790	1396	1599	1310	844	1068
ENSG00000068137.14	617	248	254	382	419	145
ENSG00000068305.17	1846	1781	2142	5155	5421	1851
ENSG00000068308.13	1301	1069	1099	1465	986	1223
ENSG00000068323.16	2030	1375	1689	1735	1219	797
ENSG00000068354.15	393	344	411	436	212	267
ENSG00000068366.19	6206	7463	6206	1194	1033	1882
ENSG00000068383.18	348	375	346	724	604	283
ENSG00000068394.10	833	576	862	742	373	450
ENSG00000068400.13	1074	907	1162	1270	1223	1256
ENSG00000068438.14	1071	937	1089	815	561	1269
ENSG00000068489.12	3592	3974	4256	2412	2129	2932
ENSG00000068615.17	136	94	236	377	418	227
ENSG00000068650.18	999	736	1019	1346	1882	2821
ENSG00000068654.15	878	994	1190	2746	1895	2275
ENSG00000068697.6	3797	3460	5618	6692	6043	1233
ENSG00000068724.15	413	203	392	187	157	94
ENSG00000068745.14	2026	1491	1218	2647	2624	2420
ENSG00000068781.21	0	0	1	0	0	0
ENSG00000068784.12	810	975	1241	810	781	1007
ENSG00000068796.16	1118	1164	600	2497	3156	2367
ENSG00000068831.18	287	135	290	178	200	0
ENSG00000068878.14	4017	4756	4184	3548	2965	4708
ENSG00000068885.14	368	553	536	954	1154	813
ENSG00000068903.19	802	578	465	1575	1097	12005
ENSG00000068912.13	3364	3468	2400	2558	2779	1160
ENSG00000068971.13	833	682	797	906	785	258
ENSG00000068976.13	4	2	9	146	93	12
ENSG00000068985.4	0	0	0	0	0	0
ENSG00000069011.15	269	135	138	139	85	0
ENSG00000069018.17	0	0	0	0	0	0
ENSG00000069020.18	428	329	389	472	703	15
ENSG00000069122.18	0	0	0	0	0	3
ENSG00000069188.16	0	1	1	66	36	0
ENSG00000069206.15	0	0	0	0	0	0
