ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3831	"ENSG00000151093.7"	"OXSM"	chr3	+	25790989	25791997	25790989	25791315	25791769	25791997	3831	275,341,260	7,7,2	175,154,185	3,3,2	554	100	0.536228273681	0.909145376809	0.876,0.898,0.959	0.913,0.903,0.943	-0.009
2976	"ENSG00000184470.20"	"TXNRD2"	chr22	-	19875521	19877234	19875521	19875807	19877108	19877234	2976	320,82,285	1,1,1	14,12,14	0,0,0	1401	100	0.536719110251	0.90958295007	0.958,0.854,0.953	1.0,1.0,1.0	-0.078
1201	"ENSG00000111203.11"	"ITFG2"	chr12	+	2817222	2817950	2817222	2817318	2817908	2817950	1201	0,0,0	20,11,6	6,1,4	35,19,29	690	100	0.53881912172	0.911955447242	0.0,0.0,0.0	0.024,0.008,0.02	-0.017
2669	"ENSG00000101782.14"	"RIOK3"	chr18	+	23477005	23477268	23477005	23477086	23477178	23477268	2669	19,18,16	43,37,23	25,53,23	67,67,35	192	100	0.538597053832	0.911955447242	0.187,0.202,0.266	0.163,0.292,0.255	-0.018
2852	"ENSG00000267673.6"	"FDX2"	chr19	-	10315385	10315759	10315385	10315492	10315704	10315759	2852	12,3,12	17,3,8	13,5,9	12,7,2	312	100	0.538366956759	0.911955447242	0.185,0.243,0.325	0.258,0.186,0.591	-0.094
1834	"ENSG00000167548.14"	"KMT2D"	chr12	-	49030279	49030768	49030279	49030439	49030600	49030768	1834	2,2,0	16,5,5	1,4,1	18,12,9	261	100	0.539469403997	0.912660792563	0.046,0.133,0.0	0.021,0.113,0.041	0.001
1071	"ENSG00000234741.7"	"GAS5"	chr1	-	173866527	173866796	173866527	173866567	173866760	173866796	1071	1794,1872,2881	2453,2229,2465	304,357,1745	996,783,622	293	100	0.540180012337	0.913467541416	0.2,0.223,0.285	0.094,0.135,0.489	-0.003
1350	"ENSG00000140400.16"	"MAN2C1"	chr15	-	75361285	75361720	75361285	75361381	75361603	75361720	1350	10,0,4	79,38,47	7,5,2	40,46,39	322	100	0.541251297687	0.914883248858	0.038,0.0,0.026	0.052,0.033,0.016	-0.012
2211	"ENSG00000135469.13"	"COQ10A"	chr12	+	56269058	56269561	56269058	56269251	56269459	56269561	2211	61,40,42	16,28,12	62,60,99	39,31,31	308	100	0.541607258828	0.915089134241	0.553,0.317,0.532	0.34,0.386,0.509	0.056
5975	"ENSG00000167962.13"	"ZNF598"	chr16	-	2002205	2002732	2002205	2002423	2002520	2002732	5975	5,3,0	31,7,19	6,0,3	19,12,12	197	100	0.541861409747	0.915122899434	0.076,0.179,0.0	0.138,0.0,0.113	0.001
2730	"ENSG00000102038.15"	"SMARCA1"	chrX	-	129480700	129481185	129480700	129480814	129481074	129481185	2730	11,15,9	118,135,98	21,19,14	251,240,166	360	100	0.542392892266	0.915624804741	0.025,0.03,0.025	0.023,0.022,0.023	0.004
5201	"ENSG00000106263.17"	"EIF3B"	chr7	+	2379393	2380740	2379393	2379511	2380278	2380740	5201	439,186,286	141,116,147	147,110,138	74,45,80	867	100	0.543412157791	0.916949357792	0.264,0.156,0.183	0.186,0.22,0.166	0.01
4329	"ENSG00000071082.10"	"RPL31"	chr2	+	101002292	101002808	101002292	101002315	101002701	101002808	4329	32,68,58	935,1113,851	24,9,92	680,400,839	486	100	0.54430507212	0.917663598725	0.007,0.012,0.014	0.007,0.005,0.022	-0.0
5972	"ENSG00000108262.15"	"GIT1"	chr17	-	29575287	29575703	29575287	29575470	29575629	29575703	5972	7,7,5	81,29,59	3,4,9	78,38,59	259	100	0.544209869591	0.917663598725	0.032,0.085,0.032	0.015,0.039,0.056	0.013
3002	"ENSG00000100034.13"	"PPM1F"	chr22	-	21924875	21925662	21924875	21925028	21925568	21925662	3002	9,15,9	0,0,0	19,6,8	2,1,0	640	100	0.544575806821	0.917724128097	1.0,1.0,1.0	0.597,0.484,1.0	0.306
3762	"ENSG00000143624.13"	"INTS3"	chr1	+	153772339	153772711	153772339	153772440	153772638	153772711	3762	68,43,52	97,115,98	21,25,19	50,43,43	298	100	0.545179419802	0.918345333011	0.19,0.111,0.151	0.124,0.163,0.129	0.012
4916	"ENSG00000125447.16"	"GGA3"	chr17	-	75241399	75241696	75241399	75241516	75241614	75241696	4916	17,8,21	33,41,27	18,10,20	47,34,46	198	100	0.545566316352	0.918463454857	0.206,0.09,0.282	0.162,0.129,0.18	0.036
5400	"ENSG00000167566.16"	"NCKAP5L"	chr12	-	49791145	49792588	49791145	49792051	49792445	49792588	5400	16,8,10	2,1,0	56,33,13	1,1,1	494	100	0.545719586023	0.918463454857	0.618,0.618,1.0	0.919,0.87,0.725	-0.093
1198	"ENSG00000198951.11"	"NAGA"	chr22	-	42070281	42070830	42070281	42070366	42070762	42070830	1198	252,133,161	20,6,10	79,80,44	8,6,3	496	100	0.546452807445	0.919301580497	0.718,0.817,0.764	0.666,0.729,0.747	0.052
2346	"ENSG00000275895.6"	"U2AF1L5"	chr21	-	6492130	6496080	6492130	6492197	6495992	6496080	2346	40,43,42	3,2,1	29,21,3	1,2,0	3895	100	0.546763390323	0.919428282867	0.255,0.356,0.519	0.427,0.212,1.0	-0.17
3526	"ENSG00000138709.17"	"LARP1B"	chr4	+	128107138	128108901	128107138	128107313	128107882	128108901	3526	120,167,114	41,48,31	54,55,105	18,18,17	669	100	0.547351814923	0.920021889342	0.304,0.342,0.355	0.31,0.314,0.48	-0.034
2090	"ENSG00000160679.12"	"CHTOP"	chr1	+	153636571	153638448	153636571	153636653	153638294	153638448	2090	1314,1713,1946	225,234,199	1163,1285,1084	199,115,126	1741	100	0.548411132717	0.921406150756	0.251,0.296,0.36	0.251,0.391,0.331	-0.022
1084	"ENSG00000106144.19"	"CASP2"	chr7	+	143300203	143303933	143300203	143300294	143303783	143303933	1084	63,84,78	15,10,16	328,372,305	77,36,57	3589	100	0.548670143977	0.921442814788	0.105,0.19,0.12	0.106,0.224,0.13	-0.015
2513	"ENSG00000100949.14"	"RABGGTA"	chr14	-	24266429	24266889	24266429	24266517	24266775	24266889	2513	16,16,20	19,10,20	15,11,9	13,9,17	358	100	0.548947071132	0.921442814788	0.19,0.309,0.218	0.244,0.255,0.129	0.03
3678	"ENSG00000160014.16"	"CALM3"	chr19	+	46608481	46608981	46608481	46608588	46608845	46608981	3678	74,62,37	1227,1074,588	90,48,31	1421,880,732	357	100	0.549140305947	0.921442814788	0.017,0.016,0.017	0.017,0.015,0.012	0.002
86	"ENSG00000132522.15"	"GPS2"	chr17	-	7313028	7313291	7313028	7313124	7313211	7313291	86	11,1,9	25,24,38	25,17,7	72,47,63	187	100	0.54943259711	0.921537592063	0.19,0.022,0.112	0.157,0.162,0.056	-0.017
4765	"ENSG00000071894.16"	"CPSF1"	chr8	-	144399991	144400276	144399991	144400085	144400165	144400276	4765	3,1,1	77,28,34	1,0,0	48,31,16	180	100	0.549847905143	0.921838529944	0.021,0.019,0.016	0.011,0.0,0.0	0.015
414	"ENSG00000100038.19"	"TOP3B"	chr22	-	21957026	21958693	21957026	21957595	21958491	21958693	414	258,121,132	14,4,9	70,120,186	8,2,5	996	100	0.550091402957	0.921851287631	0.649,0.752,0.596	0.468,0.858,0.789	-0.039
3476	"ENSG00000213930.11"	"GALT"	chr9	+	34648333	34648894	34648333	34648456	34648761	34648894	3476	69,116,122	20,19,30	5,9,91	3,1,27	405	100	0.550968264547	0.92292497979	0.46,0.601,0.501	0.292,0.69,0.454	0.042
5361	"ENSG00000167552.13"	"TUBA1A"	chr12	-	49186309	49186833	49186309	49186458	49186610	49186833	5361	31,20,33	518,457,489	517,227,384	12069,4245,6691	252	100	0.55188842937	0.924070257917	0.023,0.017,0.026	0.017,0.021,0.022	0.002
4391	"ENSG00000111077.17"	"TNS2"	chr12	+	53062619	53063257	53062619	53062697	53063088	53063257	4391	2,2,2	1,0,6	12,20,49	15,21,41	491	100	0.552303727184	0.924369578516	0.289,1.0,0.064	0.14,0.162,0.196	0.285
3345	"ENSG00000138496.16"	"PARP9"	chr3	-	122536167	122537073	122536167	122536342	122536933	122537073	3345	5,6,12	20,31,25	6,12,1	27,44,5	691	100	0.552793494339	0.924793225975	0.035,0.027,0.065	0.031,0.038,0.028	0.01
1114	"ENSG00000141994.15"	"DUS3L"	chr19	-	5786748	5787171	5786748	5786845	5787060	5787171	1114	15,6,17	4,0,2	17,1,5	1,2,1	315	100	0.553490009064	0.925562240232	0.543,1.0,0.73	0.844,0.137,0.613	0.226
3940	"ENSG00000141551.14"	"CSNK1D"	chr17	-	82245975	82249014	82245975	82246039	82248874	82249014	3940	583,345,513	139,122,148	178,258,242	109,43,33	2935	100	0.554520298545	0.926492230318	0.125,0.088,0.106	0.053,0.17,0.2	-0.035
996	"ENSG00000154134.14"	"ROBO3"	chr11	+	124877160	124877309	124877160	124877184	124877266	124877309	996	51,42,67	10,5,10	11,18,2	7,3,0	182	100	0.554465681749	0.926492230318	0.737,0.822,0.786	0.463,0.767,1.0	0.038
2437	"ENSG00000137343.17"	"ATAT1"	chr6	+	30646066	30646823	30646066	30646109	30646468	30646823	2437	22,14,19	2,5,4	71,67,81	14,10,9	459	100	0.555255906996	0.927324822453	0.706,0.379,0.509	0.525,0.593,0.662	-0.062
2611	"ENSG00000239382.10"	"ALKBH6"	chr19	-	36013020	36013422	36013020	36013089	36013343	36013422	2611	24,16,13	47,27,36	29,32,22	76,40,39	354	100	0.556347852464	0.928751562336	0.126,0.143,0.093	0.097,0.184,0.137	-0.019
1892	"ENSG00000183258.11"	"DDX41"	chr5	-	177515928	177516193	177515928	177515989	177516118	177516193	1892	39,37,13	140,143,103	37,29,23	255,103,90	229	100	0.557128838683	0.929658198793	0.108,0.102,0.052	0.06,0.109,0.1	-0.002
1900	"ENSG00000079819.18"	"EPB41L2"	chr6	-	130869851	130870126	130869851	130869944	130870038	130870126	1900	334,385,230	6,14,8	255,277,752	9,8,26	194	100	0.557395398138	0.929706024722	0.966,0.934,0.937	0.936,0.947,0.937	0.006
3471	"ENSG00000165792.17"	"METTL17"	chr14	+	20995900	20996292	20995900	20995951	20996208	20996292	3471	180,131,148	186,159,167	103,171,205	181,113,188	357	100	0.558474985713	0.931109319184	0.213,0.188,0.199	0.137,0.298,0.234	-0.023
2191	"ENSG00000100823.11"	"APEX1"	chr14	+	20455225	20455703	20455225	20455328	20455577	20455703	2191	616,447,601	34,17,26	918,573,827	48,25,23	349	100	0.559601581306	0.932434202231	0.838,0.883,0.869	0.846,0.868,0.912	-0.012
3063	"ENSG00000153187.18"	"HNRNPU"	chr1	-	244855903	244856625	244855903	244856158	244856456	244856625	3063	65,115,96	622,960,1026	122,126,140	1269,1241,1450	398	100	0.559746836856	0.932434202231	0.026,0.029,0.023	0.024,0.025,0.024	0.002
4380	"ENSG00000026036.21"	"RTEL1-TNFRSF6B"	chr20	+	63695777	63697191	63695777	63695854	63696759	63697191	4380	47,11,36	2,1,0	35,14,25	0,0,0	1005	100	0.560333735004	0.933014161225	0.7,0.523,1.0	1.0,1.0,1.0	-0.259
1266	"ENSG00000113851.14"	"CRBN"	chr3	-	3153423	3156281	3153423	3153488	3156218	3156281	1266	232,202,152	1,0,0	178,431,258	1,2,0	2830	100	0.56115992788	0.933984604539	0.891,1.0,1.0	0.863,0.884,1.0	0.048
1949	"ENSG00000282827.2"	"RP13-794C1.1"	chr3	+	48460109	48460799	48460109	48460419	48460708	48460799	1949	122,95,79	1,1,1	153,86,105	0,1,0	389	100	0.561394533281	0.933984604539	0.969,0.961,0.953	1.0,0.957,1.0	-0.025
2494	"ENSG00000117713.18"	"ARID1A"	chr1	+	26773345	26773717	26773345	26773496	26773579	26773717	2494	2,2,4	58,45,57	2,2,2	47,50,57	183	100	0.562136272879	0.934820661452	0.018,0.024,0.037	0.023,0.021,0.019	0.005
5378	"ENSG00000102786.14"	"INTS6"	chr13	-	51383328	51383741	51383328	51383461	51383588	51383741	5378	6,3,2	46,44,50	3,4,4	74,65,53	227	100	0.563021090881	0.935893842264	0.054,0.029,0.017	0.018,0.026,0.032	0.008
5576	"ENSG00000214706.10"	"IFRD2"	chr3	-	50289446	50289762	50289446	50289628	50289711	50289762	5576	15,9,8	35,17,24	7,5,9	16,12,10	183	100	0.563937980052	0.936621175539	0.19,0.224,0.154	0.193,0.185,0.33	-0.047
5948	"ENSG00000105726.16"	"ATP13A1"	chr19	-	19655315	19655654	19655315	19655453	19655527	19655654	5948	2,0,3	47,25,34	1,1,0	34,16,17	174	100	0.563776118898	0.936621175539	0.024,0.0,0.048	0.017,0.035,0.0	0.007
1637	"ENSG00000198837.9"	"DENND4B"	chr1	-	153930691	153931064	153930691	153930857	153930946	153931064	1637	6,9,10	58,30,31	7,12,7	35,27,39	189	100	0.564724179684	0.937528502211	0.052,0.137,0.146	0.096,0.19,0.087	-0.013
272	"ENSG00000167840.13"	"ZNF232"	chr17	-	5108925	5109868	5108925	5109052	5109710	5109868	272	308,289,236	0,0,1	338,231,320	1,2,1	758	100	0.565118684703	0.937785061494	1.0,1.0,0.969	0.978,0.938,0.977	0.025
1513	"ENSG00000101384.11"	"JAG1"	chr20	-	10648548	10649107	10648548	10648722	10649060	10649107	1513	2,0,3	9,5,6	25,33,3	272,322,6	438	100	0.565700448701	0.938352017625	0.048,0.0,0.102	0.021,0.023,0.102	0.001
1787	"ENSG00000166913.12"	"YWHAB"	chr20	+	44904967	44906096	44904967	44905131	44906000	44906096	1787	217,204,171	703,925,742	178,174,147	772,662,689	969	100	0.566240805898	0.938732620594	0.031,0.022,0.023	0.023,0.026,0.022	0.002
2000	"ENSG00000168818.9"	"STX18"	chr4	-	4457190	4457500	4457190	4457257	4457422	4457500	2000	2,1,2	63,82,64	5,0,1	43,37,31	265	100	0.566410317134	0.938732620594	0.012,0.005,0.012	0.042,0.0,0.012	-0.008
20	"ENSG00000149809.14"	"TM7SF2"	chr11	+	65114912	65115598	65114912	65115081	65115475	65115598	20	19,11,26	0,2,1	28,7,16	0,0,0	494	100	0.567451944439	0.939920770456	1.0,0.527,0.84	1.0,1.0,1.0	-0.211
855	"ENSG00000039650.11"	"PNKP"	chr19	-	49861607	49861881	49861607	49861695	49861771	49861881	855	5,0,4	27,4,12	1,2,2	0,1,9	176	100	0.567608244185	0.939920770456	0.095,0.0,0.159	1.0,0.532,0.112	-0.463
1488	"ENSG00000065361.14"	"ERBB3"	chr12	+	56087576	56087913	56087576	56087642	56087794	56087913	1488	0,0,0	11,12,10	0,0,14	11,24,310	252	100	0.569545165598	0.941599542089	0.0,0.0,0.0	0.0,0.0,0.018	-0.006
2261	"ENSG00000131652.13"	"THOC6"	chr16	+	3025923	3026288	3025923	3025988	3026250	3026288	2261	30,31,33	0,0,0	22,16,27	3,0,0	362	100	0.570090995471	0.941599542089	1.0,1.0,1.0	0.67,1.0,1.0	0.11
2704	"ENSG00000170175.10"	"CHRNB1"	chr17	+	7447042	7447650	7447042	7447151	7447502	7447650	2704	385,98,231	22,9,38	10,20,6	0,4,3	451	100	0.569500238538	0.941599542089	0.795,0.707,0.574	1.0,0.526,0.307	0.081
5423	"ENSG00000013573.16"	"DDX11"	chr12	+	31089043	31090094	31089043	31089151	31089885	31090094	5423	138,137,257	0,0,1	128,126,177	2,1,0	834	100	0.570294985729	0.941599542089	1.0,1.0,0.969	0.885,0.938,1.0	0.049
567	"ENSG00000110274.15"	"CEP164"	chr11	+	117394919	117395191	117394919	117395003	117395122	117395191	567	2,1,2	24,25,35	2,0,0	26,26,26	219	100	0.570308627463	0.941599542089	0.037,0.018,0.025	0.034,0.0,0.0	0.015
635	"ENSG00000161013.16"	"MGAT4B"	chr5	-	179799505	179800068	179799505	179799636	179799953	179800068	635	53,68,86	272,284,360	34,24,34	216,135,96	417	100	0.568939749376	0.941599542089	0.045,0.054,0.054	0.036,0.041,0.078	-0.001
948	"ENSG00000165819.11"	"METTL3"	chr14	-	21499024	21499600	21499024	21499137	21499491	21499600	948	455,347,387	2,2,1	651,662,746	1,0,4	454	100	0.569640858084	0.941599542089	0.98,0.975,0.988	0.993,1.0,0.976	-0.009
128	"ENSG00000164896.19"	"FASTK"	chr7	-	151076912	151077236	151076912	151077027	151077100	151077236	128	25,3,11	52,10,21	10,5,3	15,4,9	173	100	0.571680163916	0.943465405652	0.217,0.148,0.232	0.278,0.419,0.162	-0.087
502	"ENSG00000065357.19"	"DGKA"	chr12	+	55940896	55941325	55940896	55940980	55941251	55941325	502	16,17,20	25,26,40	17,8,9	26,27,13	371	100	0.572017583425	0.943623772066	0.147,0.15,0.119	0.15,0.074,0.157	0.012
1450	"ENSG00000160294.10"	"MCM3AP"	chr21	-	46246306	46246886	46246306	46246404	46246627	46246886	1450	90,47,71	26,36,27	127,93,101	72,51,40	323	100	0.572318637492	0.943722040219	0.517,0.288,0.449	0.353,0.361,0.439	0.034
5457	"ENSG00000114859.15"	"CLCN2"	chr3	-	184355693	184357094	184355693	184355844	184356992	184357094	5457	5,9,10	0,0,1	24,20,72	1,1,1	1248	100	0.573806539218	0.945776446758	1.0,1.0,0.445	0.658,0.616,0.852	0.106
2851	"ENSG00000106077.18"	"ABHD11"	chr7	-	73737220	73737735	73737220	73737360	73737561	73737735	2851	9,3,13	0,0,0	84,56,35	4,0,0	301	100	0.574064299876	0.945802396254	1.0,1.0,1.0	0.875,1.0,1.0	0.042
2376	"ENSG00000141452.9"	"C18orf8"	chr18	+	23530228	23530612	23530228	23530297	23530510	23530612	2376	33,45,48	1,2,2	104,64,59	3,3,4	313	100	0.574571170774	0.946238573698	0.913,0.878,0.885	0.917,0.872,0.825	0.021
1510	"ENSG00000214517.9"	"PPME1"	chr11	+	74250953	74251715	74250953	74251018	74251647	74251715	1510	76,75,28	66,56,54	60,107,46	86,60,45	729	100	0.57605755288	0.947887543855	0.136,0.155,0.066	0.087,0.197,0.123	-0.017
3888	"ENSG00000130813.17"	"C19orf66"	chr19	+	10089306	10089695	10089306	10089378	10089656	10089695	3888	41,21,46	5,3,5	11,6,5	2,0,4	378	100	0.575820880361	0.947887543855	0.684,0.649,0.709	0.593,1.0,0.249	0.067
1797	"ENSG00000114770.16"	"ABCC5"	chr3	-	183983752	183987917	183983752	183984894	183987769	183987917	1797	416,678,517	1,0,2	949,1628,1812	1,0,4	2975	100	0.57796346365	0.948012681434	0.933,1.0,0.897	0.97,1.0,0.938	-0.026
2020	"ENSG00000165195.15"	"PIGA"	chrX	-	15324664	15325152	15324664	15324871	15325019	15325152	2020	2,13,7	15,21,15	6,20,12	11,17,56	248	100	0.577921895095	0.948012681434	0.051,0.2,0.158	0.18,0.322,0.08	-0.058
2080	"ENSG00000168488.18"	"ATXN2L"	chr16	+	28835277	28835758	28835277	28835399	28835548	28835758	2080	5,5,11	70,22,33	2,2,4	6,6,10	249	100	0.576700254087	0.948012681434	0.028,0.084,0.118	0.118,0.118,0.138	-0.048
2339	"ENSG00000012822.15"	"CALCOCO1"	chr12	-	53713700	53714241	53713700	53713900	53714132	53714241	2339	70,55,63	22,15,20	77,172,51	37,44,18	332	100	0.578316845583	0.948012681434	0.489,0.525,0.487	0.385,0.541,0.46	0.038
2470	"ENSG00000163930.9"	"BAP1"	chr3	-	52406252	52406907	52406252	52406376	52406828	52406907	2470	68,23,32	53,29,39	45,18,28	47,24,30	552	100	0.578019508205	0.948012681434	0.189,0.126,0.129	0.148,0.12,0.145	0.01
2784	"ENSG00000070371.15"	"CLTCL1"	chr22	-	19196265	19196656	19196265	19196415	19196488	19196656	2784	4,2,5	13,17,9	2,1,4	7,3,3	173	100	0.578095494764	0.948012681434	0.151,0.064,0.243	0.142,0.162,0.435	-0.094
3121	"ENSG00000100360.14"	"IFT27"	chr22	-	36758210	36764036	36758210	36758409	36763918	36764036	3121	968,796,810	1,2,1	1151,1765,1718	2,0,3	5609	100	0.578136269177	0.948012681434	0.945,0.876,0.935	0.911,1.0,0.911	-0.022
4989	"ENSG00000188603.18"	"CLN3"	chr16	-	28486577	28487541	28486577	28486650	28487455	28487541	4989	5,6,5	42,29,42	3,5,6	67,46,31	905	100	0.578238794205	0.948012681434	0.013,0.022,0.013	0.005,0.012,0.021	0.003
499	"ENSG00000065357.19"	"DGKA"	chr12	+	55951622	55952099	55951622	55951783	55952034	55952099	499	6,5,5	54,50,53	7,8,4	67,64,24	351	100	0.576430969318	0.948012681434	0.031,0.028,0.026	0.029,0.034,0.045	-0.008
1347	"ENSG00000197841.14"	"ZNF181"	chr19	+	34739147	34739621	34739147	34739268	34739525	34739621	1347	10,13,5	7,17,8	10,16,6	15,13,2	357	100	0.579176269356	0.948625675039	0.286,0.176,0.149	0.157,0.256,0.457	-0.086
2122	"ENSG00000180900.18"	"SCRIB"	chr8	-	143792484	143792867	143792484	143792635	143792707	143792867	2122	3,1,0	28,13,6	2,0,1	9,5,5	172	100	0.579033349738	0.948625675039	0.059,0.043,0.0	0.114,0.0,0.104	-0.039
44	"ENSG00000182796.13"	"TMEM198B"	chr12	+	55834850	55836246	55834850	55835615	55836125	55836246	44	66,70,96	0,0,0	361,289,465	1,4,1	610	100	0.580152718629	0.949826905908	1.0,1.0,1.0	0.983,0.922,0.987	0.036
1877	"ENSG00000142949.16"	"PTPRF"	chr1	+	43620094	43620579	43620094	43620221	43620453	43620579	1877	36,24,45	389,227,529	12,9,4	134,102,49	332	100	0.583300829813	0.952984800547	0.027,0.031,0.025	0.026,0.026,0.024	0.002
2164	"ENSG00000168291.12"	"PDHB"	chr3	-	58429707	58430238	58429707	58429799	58430127	58430238	2164	19,14,25	286,320,209	6,24,31	263,186,304	428	100	0.582715645715	0.952984800547	0.015,0.01,0.027	0.005,0.029,0.023	-0.002
351	"ENSG00000125967.16"	"NECAB3"	chr20	-	33659884	33660395	33659884	33660003	33660258	33660395	351	35,11,27	14,0,4	14,10,19	0,1,6	355	100	0.583048525952	0.952984800547	0.413,1.0,0.655	1.0,0.738,0.471	-0.047
3965	"ENSG00000121716.20"	"PILRB"	chr7	+	100352563	100352914	100352563	100352667	100352760	100352914	3965	72,16,63	1,2,2	35,23,24	0,1,2	193	100	0.583178915248	0.952984800547	0.974,0.806,0.942	1.0,0.923,0.861	-0.021
4684	"ENSG00000183323.12"	"CCDC125"	chr5	-	69320236	69320583	69320236	69320345	69320464	69320583	4684	31,52,39	13,26,16	1,0,26	2,1,1	219	100	0.583297830175	0.952984800547	0.521,0.477,0.527	0.186,0.0,0.922	0.139
2222	"ENSG00000177082.12"	"WDR73"	chr15	-	84647889	84648625	84647889	84647954	84648536	84648625	2222	69,73,127	6,26,28	171,151,92	41,27,8	682	100	0.58418231902	0.954026118985	0.628,0.292,0.399	0.379,0.451,0.628	-0.046
1583	"ENSG00000172890.11"	"NADSYN1"	chr11	+	71484311	71485648	71484311	71484447	71485541	71485648	1583	20,16,14	38,43,36	19,12,12	31,33,21	1194	100	0.584656531202	0.954401722614	0.042,0.03,0.032	0.049,0.03,0.046	-0.007
2272	"ENSG00000140983.13"	"RHOT2"	chr16	+	671859	672181	671859	672002	672083	672181	2272	2,0,0	81,26,45	1,3,0	41,27,33	181	100	0.585038300251	0.954626170096	0.013,0.0,0.0	0.013,0.058,0.0	-0.019
1851	"ENSG00000140398.13"	"NEIL1"	chr15	+	75354249	75354492	75354249	75354277	75354430	75354492	1851	38,16,16	1,0,0	15,30,31	0,2,1	253	100	0.585851627837	0.955554324535	0.938,1.0,1.0	1.0,0.856,0.925	0.052
693	"ENSG00000067445.20"	"TRO"	chrX	+	54926582	54927105	54926582	54926625	54927042	54927105	693	168,103,72	16,10,5	253,339,232	29,30,23	517	100	0.586113902777	0.955583284127	0.67,0.666,0.736	0.628,0.686,0.661	0.032
5604	"ENSG00000102225.15"	"CDK16"	chrX	+	47226993	47227223	47226993	47227099	47227180	47227223	5604	11,8,5	237,203,197	7,4,10	267,184,210	181	100	0.587176843838	0.956917058265	0.025,0.021,0.014	0.014,0.012,0.026	0.003
5560	"ENSG00000225697.12"	"SLC26A6"	chr3	-	48629641	48629978	48629641	48629711	48629871	48629978	5560	58,41,42	48,35,39	28,29,20	25,17,16	260	100	0.587638395985	0.95727005065	0.317,0.311,0.293	0.301,0.396,0.325	-0.034
5903	"ENSG00000174233.11"	"ADCY6"	chr12	-	48773468	48774098	48773468	48773647	48773939	48774098	5903	10,15,6	10,9,10	24,40,9	53,23,15	392	100	0.588022657958	0.957496894708	0.203,0.298,0.133	0.104,0.307,0.133	0.03
5294	"ENSG00000169727.12"	"GPS1"	chr17	+	82056839	82057470	82056839	82056974	82057052	82057470	5294	10,10,6	243,153,229	7,4,6	107,70,132	178	100	0.589413600184	0.9593620781	0.023,0.035,0.015	0.035,0.031,0.025	-0.006
4074	"ENSG00000103496.14"	"STX4"	chr16	+	31039540	31039818	31039540	31039651	31039722	31039818	4074	12,5,4	50,42,38	9,4,21	86,45,135	171	100	0.590616394019	0.960919595265	0.123,0.065,0.058	0.058,0.049,0.083	0.019
5977	"ENSG00000132603.13"	"NIP7"	chr16	+	69340005	69340332	69340005	69340092	69340193	69340332	5977	6,4,5	186,173,126	2,0,2	134,80,134	201	100	0.592167227173	0.963041832623	0.016,0.011,0.019	0.007,0.0,0.007	0.011
315	"ENSG00000198720.12"	"ANKRD13B"	chr17	+	29609085	29609421	29609085	29609275	29609354	29609421	315	2,0,1	30,20,34	2,1,2	44,43,37	179	100	0.593603536154	0.964574893676	0.036,0.0,0.016	0.025,0.013,0.029	-0.005
4569	"ENSG00000162300.11"	"ZFPL1"	chr11	+	65084241	65084800	65084241	65084360	65084690	65084800	4569	152,72,71	1,0,0	46,27,28	2,1,0	430	100	0.593357745952	0.964574893676	0.972,1.0,1.0	0.842,0.863,1.0	0.089
46	"ENSG00000125149.11"	"C16orf70"	chr16	+	67132445	67132911	67132445	67132525	67132816	67132911	46	4,0,4	33,36,31	0,2,5	48,29,43	391	100	0.594211917218	0.965162166454	0.03,0.0,0.032	0.0,0.017,0.029	0.005
5438	"ENSG00000133056.13"	"PIK3C2B"	chr1	-	204445955	204446144	204445955	204446002	204446086	204446144	5438	2,5,6	2,0,0	8,6,10	0,0,0	184	100	0.594538673027	0.965291705106	0.352,1.0,1.0	1.0,1.0,1.0	-0.216
4980	"ENSG00000144591.18"	"GMPPA"	chr2	+	219505457	219505761	219505457	219505555	219505714	219505761	4980	44,27,54	40,29,19	10,28,5	17,13,4	259	100	0.594838628961	0.965377642018	0.298,0.264,0.523	0.185,0.454,0.326	0.04
3804	"ENSG00000175166.16"	"PSMD2"	chr3	+	184303319	184303749	184303319	184303466	184303642	184303749	3804	39,36,50	321,432,337	97,37,34	798,389,378	276	100	0.595387361025	0.965656828984	0.042,0.029,0.051	0.042,0.033,0.032	0.005
4121	"ENSG00000182389.19"	"CACNB4"	chr2	-	151869176	151870611	151869176	151869235	151870530	151870611	4121	71,27,25	1,2,4	35,54,9	7,5,0	1395	100	0.595504851037	0.965656828984	0.836,0.492,0.309	0.264,0.436,1.0	-0.021
2538	"ENSG00000126581.12"	"BECN1"	chr17	-	42818543	42819609	42818543	42818680	42818786	42819609	2538	9,16,7	96,110,127	22,13,13	244,217,136	206	100	0.596281187401	0.96651467456	0.044,0.066,0.026	0.042,0.028,0.044	0.007
3937	"ENSG00000125651.13"	"GTF2F1"	chr19	-	6381358	6381615	6381358	6381478	6381553	6381615	3937	7,3,3	156,100,109	6,1,1	113,75,58	175	100	0.596661190056	0.966729656194	0.025,0.017,0.015	0.029,0.008,0.01	0.003
