ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3993	"ENSG00000106683.14"	"LIMK1"	chr7	+	74107009	74107193	74107070	74107193	74106076	74106243	3993	6,4,3	0,0,0	18,19,3	1,0,0	161	100	1	1.0	1.0,1.0,1.0	0.918,1.0,1.0	0.027
3995	"ENSG00000157578.13"	"LCA5L"	chr21	-	39429130	39429394	39429130	39429211	39435419	39435542	3995	0,4,1	1,1,0	0,0,0	0,1,1	283	100	1	1.0	0.0,0.586,1.0	NA,0.0,0.0	0.529
3998	"ENSG00000167220.11"	"HDHD2"	chr18	-	47134495	47134704	47134495	47134677	47136338	47136449	3998	39,41,40	1,0,0	61,68,73	0,0,4	127	100	0.480119536402	1.0	0.968,1.0,1.0	1.0,1.0,0.935	0.011
4000	"ENSG00000158286.12"	"RNF207"	chr1	+	6212217	6212416	6212230	6212416	6211866	6212053	4000	2,0,0	11,3,5	0,0,0	0,0,2	113	100	1	1.0	0.139,0.0,0.0	NA,NA,0.0	0.046
4002	"ENSG00000166508.17"	"MCM7"	chr7	-	100099022	100099753	100099022	100099403	100100013	100100093	4002	1062,1025,1255	0,0,0	2985,1434,1773	1,0,0	450	100	1	1.0	1.0,1.0,1.0	0.998,1.0,1.0	0.001
4005	"ENSG00000068903.19"	"SIRT2"	chr19	-	38893818	38893971	38893818	38893867	38898378	38898425	4005	10,6,4	8,3,0	13,14,78	3,1,57	204	100	0.830711901021	1.0	0.38,0.495,1.0	0.68,0.873,0.401	-0.026
4013	"ENSG00000104872.10"	"PIH1D1"	chr19	-	49447337	49447420	49447337	49447417	49447826	49447908	4013	5,0,1	1,1,1	4,3,5	1,0,0	103	100	0.85655489833	1.0	0.829,0.0,0.493	0.795,1.0,1.0	-0.491
4014	"ENSG00000104872.10"	"PIH1D1"	chr19	-	49447337	49447467	49447337	49447417	49447826	49447908	4014	162,150,116	1,1,1	254,105,126	1,0,0	150	100	1	1.0	0.991,0.99,0.987	0.994,1.0,1.0	-0.009
4015	"ENSG00000104872.10"	"PIH1D1"	chr19	-	49447337	49447467	49447337	49447420	49447826	49447908	4015	158,150,115	1,0,0	253,104,122	3,2,1	147	100	0.5782954113	1.0	0.991,1.0,1.0	0.983,0.973,0.988	0.016
4016	"ENSG00000104872.10"	"PIH1D1"	chr19	-	49446550	49446694	49446550	49446595	49447023	49447099	4016	137,108,121	2,1,0	238,91,78	3,0,1	199	100	0.762610775387	1.0	0.972,0.982,1.0	0.976,1.0,0.975	0.001
4017	"ENSG00000104872.10"	"PIH1D1"	chr19	-	49446550	49446794	49446550	49446694	49447023	49447099	4017	8,8,3	76,49,58	5,6,10	102,47,30	200	100	0.638505625466	1.0	0.05,0.075,0.025	0.024,0.06,0.143	-0.026
4018	"ENSG00000104872.10"	"PIH1D1"	chr19	-	49446550	49446794	49446550	49446595	49447023	49447099	4018	69,67,66	2,1,0	141,50,58	3,0,1	299	100	0.626697488431	1.0	0.92,0.957,1.0	0.94,1.0,0.951	-0.005
4019	"ENSG00000120049.18"	"KCNIP2"	chr10	-	101828626	101828717	101828626	101828696	101829074	101829199	4019	0,1,1	0,0,2	1,1,2	31,17,8	121	100	1	1.0	NA,1.0,0.292	0.026,0.046,0.171	0.565
4025	"ENSG00000173153.13"	"ESRRA"	chr11	+	64314740	64314911	64314743	64314911	64314238	64314367	4025	89,29,29	9,0,1	20,14,11	0,4,0	103	100	0.474755091715	1.0	0.906,1.0,0.966	1.0,0.773,1.0	0.033
4027	"ENSG00000133884.9"	"DPF2"	chr11	+	65343744	65343837	65343754	65343837	65341398	65341562	4027	132,118,126	0,0,0	161,85,74	1,0,0	110	100	1	1.0	1.0,1.0,1.0	0.993,1.0,1.0	0.002
4033	"ENSG00000157601.13"	"MX1"	chr21	+	41432030	41432175	41432049	41432175	41430532	41430608	4033	0,1,0	3,1,1	0,0,0	0,1,0	119	100	1	1.0	0.0,0.457,0.0	NA,0.0,NA	0.152
4034	"ENSG00000100201.20"	"DDX17"	chr22	-	38487878	38492115	38487878	38488115	38493709	38493771	4034	13545,13706,14815	0,0,0	14325,23218,17201	0,0,1	4100	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.998	0.001
4036	"ENSG00000051825.14"	"MPHOSPH9"	chr12	-	123227462	123227616	123227462	123227572	123230260	123230522	4036	62,67,65	14,14,11	24,49,66	5,21,11	144	100	0.401716807409	1.0	0.755,0.769,0.804	0.769,0.618,0.806	0.045
4038	"ENSG00000160803.7"	"UBQLN4"	chr1	-	156050290	156050553	156050290	156050359	156051109	156051327	4038	205,161,175	0,0,0	223,119,88	2,1,1	294	100	0.42776462572	1.0	1.0,1.0,1.0	0.974,0.976,0.968	0.027
403	"ENSG00000109320.11"	"NFKB1"	chr4	+	102533844	102533885	102533847	102533885	102529835	102529914	403	26,47,37	7,15,12	30,14,52	14,7,17	103	100	0.363198575621	1.0	0.783,0.753,0.75	0.675,0.66,0.748	0.068
4040	"ENSG00000108509.20"	"CAMTA2"	chr17	-	4982088	4982227	4982088	4982160	4982756	4982892	4040	8,5,11	21,8,10	6,7,6	17,17,8	167	100	0.426569496415	1.0	0.186,0.272,0.397	0.174,0.198,0.31	0.058
4042	"ENSG00000108509.20"	"CAMTA2"	chr17	-	4982088	4982227	4982088	4982175	4982756	4982892	4042	8,4,10	8,5,1	6,7,6	2,1,4	152	100	0.392822127631	1.0	0.397,0.345,0.868	0.664,0.822,0.497	-0.124
4043	"ENSG00000108509.20"	"CAMTA2"	chr17	-	4981677	4981831	4981677	4981742	4982756	4982892	4043	48,37,33	1,1,0	21,13,22	0,0,5	189	100	1	1.0	0.962,0.951,1.0	1.0,1.0,0.7	0.071
4045	"ENSG00000104529.17"	"EEF1D"	chr8	-	143579727	143579830	143579727	143579824	143580011	143580206	4045	240,190,105	0,5,0	350,180,91	2,0,0	106	100	1	1.0	1.0,0.973,1.0	0.994,1.0,1.0	-0.007
4046	"ENSG00000104529.17"	"EEF1D"	chr8	-	143581053	143581328	143581053	143581154	143586218	143586290	4046	522,189,185	1,0,0	257,131,101	0,0,0	274	100	1	1.0	0.995,1.0,1.0	1.0,1.0,1.0	-0.002
4047	"ENSG00000104529.17"	"EEF1D"	chr8	-	143581285	143581706	143581285	143581328	143586218	143586290	4047	20,4,12	503,184,178	10,6,3	256,129,97	478	100	1	1.0	0.008,0.005,0.014	0.008,0.01,0.006	0.001
4048	"ENSG00000104529.17"	"EEF1D"	chr8	-	143580505	143580727	143580505	143580632	143581053	143581154	4048	2015,975,723	10,2,3	949,525,406	2,3,2	195	100	1	1.0	0.99,0.996,0.992	0.996,0.989,0.99	0.001
4049	"ENSG00000104529.17"	"EEF1D"	chr8	-	143586728	143586852	143586728	143586849	143593892	143594071	4049	95,63,35	1,0,0	127,79,47	0,0,0	103	100	1	1.0	0.989,1.0,1.0	1.0,1.0,1.0	-0.004
404	"ENSG00000160752.14"	"FDPS"	chr1	+	155319793	155319928	155319856	155319928	155319610	155319688	404	5234,5110,6054	1,0,0	2768,1085,1863	0,0,0	163	100	1	1.0	1.0,1.0,1.0	1.0,1.0,1.0	0.0
4053	"ENSG00000104529.17"	"EEF1D"	chr8	-	143590607	143590738	143590607	143590735	143597347	143597415	4053	20,15,7	3,1,0	5,2,1	0,0,0	103	100	0.486661798776	1.0	0.866,0.936,1.0	1.0,1.0,1.0	-0.066
4056	"ENSG00000104529.17"	"EEF1D"	chr8	-	143590607	143590738	143590607	143590735	143592646	143592893	4056	1,3,1	0,0,0	3,0,0	0,1,0	103	100	1	1.0	1.0,1.0,1.0	1.0,0.0,NA	0.5
405	"ENSG00000188186.10"	"LAMTOR4"	chr7	+	100153849	100154203	100153866	100154203	100153399	100153517	405	11,5,8	284,206,223	34,12,10	1015,404,403	117	100	0.842459975149	1.0	0.032,0.02,0.03	0.028,0.025,0.021	0.003
4060	"ENSG00000125846.15"	"ZNF133"	chr20	+	18315068	18316994	18315071	18316994	18306297	18306393	4060	13,21,7	2,7,6	15,15,11	9,8,5	103	100	0.357302003836	1.0	0.863,0.744,0.531	0.618,0.645,0.681	0.065
4061	"ENSG00000125846.15"	"ZNF133"	chr20	+	18306270	18306393	18306297	18306393	18305667	18305807	4061	2,0,2	30,19,15	3,1,1	24,12,19	127	100	0.481954974794	1.0	0.05,0.0,0.095	0.09,0.062,0.04	-0.016
4062	"ENSG00000125846.15"	"ZNF133"	chr20	+	18305667	18305807	18305680	18305807	18297984	18298062	4062	1,3,4	0,0,0	2,4,0	0,1,1	113	100	1	1.0	1.0,1.0,1.0	1.0,0.78,0.0	0.407
4063	"ENSG00000125846.15"	"ZNF133"	chr20	+	18315068	18316994	18315071	18316994	18288282	18288604	4063	1,1,3	0,1,1	4,0,0	1,1,0	103	100	1	1.0	1.0,0.493,0.744	0.795,0.0,NA	0.348
4064	"ENSG00000125846.15"	"ZNF133"	chr20	+	18305667	18305807	18305680	18305807	18288282	18288604	4064	4,4,7	3,7,5	2,4,1	2,4,2	113	100	0.734401003092	1.0	0.541,0.336,0.553	0.469,0.469,0.307	0.062
4065	"ENSG00000014138.8"	"POLA2"	chr11	+	65295863	65295990	65295933	65295990	65295539	65295599	4065	220,172,250	0,0,1	198,97,135	6,0,1	170	100	0.437248183581	1.0	1.0,1.0,0.993	0.951,1.0,0.988	0.018
4066	"ENSG00000162236.11"	"STX5"	chr11	-	62806896	62807666	62806896	62807628	62824165	62824287	4066	5,4,2	158,129,121	3,2,2	158,72,65	138	100	0.621026397646	1.0	0.022,0.022,0.012	0.014,0.02,0.022	-0.0
4067	"ENSG00000162236.11"	"STX5"	chr11	-	62831018	62831262	62831018	62831110	62831953	62832051	4067	99,54,58	0,1,1	68,28,13	0,0,0	252	100	1	1.0	1.0,0.955,0.958	1.0,1.0,1.0	-0.029
4068	"ENSG00000254413.8"	"CHKB-CPT1B"	chr22	-	50576535	50576637	50576535	50576593	50576856	50577034	4068	43,43,58	1,1,2	35,51,63	1,0,0	144	100	0.550745136759	1.0	0.968,0.968,0.953	0.96,1.0,1.0	-0.024
4069	"ENSG00000254413.8"	"CHKB-CPT1B"	chr22	-	50571374	50571539	50571374	50571533	50572005	50572122	4069	36,16,29	2,0,0	28,18,31	0,1,1	106	100	1	1.0	0.944,1.0,1.0	1.0,0.944,0.967	0.011
406	"ENSG00000127311.9"	"HELB"	chr12	+	66324906	66325126	66324982	66325126	66323982	66324211	406	0,2,1	5,10,7	0,0,0	0,1,3	176	100	1	1.0	0.0,0.102,0.075	NA,0.0,0.0	0.059
4070	"ENSG00000143493.12"	"INTS7"	chr1	-	211946606	211946705	211946606	211946645	211952568	211952701	4070	11,20,18	0,0,0	24,26,45	1,0,0	160	100	1	1.0	1.0,1.0,1.0	0.938,1.0,1.0	0.021
4071	"ENSG00000143493.12"	"INTS7"	chr1	-	211968512	211968707	211968512	211968603	211975165	211975372	4071	95,115,107	0,0,0	119,120,189	1,0,0	204	100	1	1.0	1.0,1.0,1.0	0.983,1.0,1.0	0.006
4072	"ENSG00000082146.12"	"STRADB"	chr2	+	201480007	201480846	201480031	201480846	201479488	201479531	4072	9,9,8	5,12,5	15,29,51	23,16,19	124	100	0.632337343965	1.0	0.592,0.377,0.563	0.345,0.594,0.684	-0.03
4073	"ENSG00000234585.6"	"CCT6P3"	chr7	+	65068455	65068610	65068457	65068610	65066944	65067050	4073	7,12,5	0,0,1	7,9,9	0,0,0	102	100	1	1.0	1.0,1.0,0.831	1.0,1.0,1.0	-0.056
4087	"ENSG00000104915.14"	"STX10"	chr19	-	13149498	13149604	13149498	13149593	13149727	13149897	4087	0,0,0	236,128,178	2,0,1	171,115,83	111	100	1	1.0	0.0,0.0,0.0	0.01,0.0,0.011	-0.007
4088	"ENSG00000187243.16"	"MAGED4B"	chrX	-	52067962	52068263	52067962	52068173	52069129	52069182	4088	0,1,0	1,3,1	2,1,0	3,1,1	190	100	0.683221671657	1.0	0.0,0.149,0.0	0.26,0.345,0.0	-0.152
4091	"ENSG00000102081.13"	"FMR1"	chrX	+	147944868	147945051	147944904	147945051	147943130	147943326	4091	110,105,41	11,12,5	81,62,86	9,10,13	136	100	0.385680475694	1.0	0.88,0.865,0.858	0.869,0.82,0.829	0.028
4092	"ENSG00000102081.13"	"FMR1"	chrX	+	147944904	147945051	147944943	147945051	147943130	147943326	4092	39,52,28	12,20,9	30,28,44	10,11,6	139	100	0.391490801086	1.0	0.7,0.652,0.691	0.683,0.647,0.841	-0.043
4093	"ENSG00000102081.13"	"FMR1"	chrX	+	147944868	147945051	147944943	147945051	147940575	147940662	4093	69,76,39	0,0,0	62,44,71	1,2,0	175	100	0.560148414325	1.0	1.0,1.0,1.0	0.973,0.926,1.0	0.034
4095	"ENSG00000228794.8"	"LINC01128"	chr1	+	850177	850351	850180	850351	847653	847806	4095	0,0,1	0,0,0	0,0,0	1,0,0	103	100	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
4096	"ENSG00000228794.8"	"LINC01128"	chr1	+	850177	850351	850180	850351	849483	849602	4096	0,0,1	1,0,0	0,0,0	1,0,1	103	100	1	1.0	0.0,NA,1.0	0.0,NA,0.0	0.5
4099	"ENSG00000101938.14"	"CHRDL1"	chrX	-	110721384	110721530	110721384	110721527	110759660	110759754	4099	1,0,0	0,0,0	41,45,589	5,7,109	103	100	1	1.0	1.0,NA,NA	0.888,0.862,0.84	0.137
409	"ENSG00000205517.12"	"RGL3"	chr19	-	11416613	11416667	11416613	11416662	11416835	11417059	409	15,17,23	0,1,2	0,1,0	0,0,0	105	100	1	1.0	1.0,0.942,0.916	NA,1.0,NA	-0.047
40	"ENSG00000028310.17"	"BRD9"	chr5	-	889020	889165	889020	889160	889586	889647	40	58,93,83	0,1,1	107,66,93	0,1,0	105	100	1	1.0	1.0,0.989,0.988	1.0,0.984,1.0	-0.002
4100	"ENSG00000063176.15"	"SPHK2"	chr19	+	48625890	48626362	48626067	48626362	48620401	48620553	4100	40,6,6	1,0,0	12,3,13	3,0,0	277	100	0.436893254531	1.0	0.935,1.0,1.0	0.591,1.0,1.0	0.115
4102	"ENSG00000063176.15"	"SPHK2"	chr19	+	48625949	48626362	48626067	48626362	48620401	48620553	4102	18,1,2	1,0,0	0,0,4	3,0,0	218	100	1	1.0	0.892,1.0,1.0	0.0,NA,1.0	0.464
4104	"ENSG00000100567.12"	"PSMA3"	chr14	+	58260958	58261020	58260968	58261020	58257924	58257998	4104	71,82,56	0,0,0	54,39,67	0,1,1	110	100	1	1.0	1.0,1.0,1.0	1.0,0.973,0.984	0.014
4105	"ENSG00000100567.12"	"PSMA3"	chr14	+	58260947	58261020	58260968	58261020	58257924	58257998	4105	609,801,553	0,0,0	459,354,587	0,1,1	121	100	1	1.0	1.0,1.0,1.0	1.0,0.997,0.998	0.002
4106	"ENSG00000100567.12"	"PSMA3"	chr14	+	58260947	58261020	58260958	58261020	58257924	58257998	4106	538,720,497	0,1,0	405,315,520	0,0,0	111	100	1	1.0	1.0,0.998,1.0	1.0,1.0,1.0	-0.001
4107	"ENSG00000100567.12"	"PSMA3"	chr14	+	58252118	58252242	58252123	58252242	58247749	58247832	4107	575,787,522	8,10,10	451,328,498	10,7,3	105	100	0.892982873206	1.0	0.986,0.987,0.98	0.977,0.978,0.994	0.001
410	"ENSG00000205517.12"	"RGL3"	chr19	-	11399854	11399969	11399854	11399951	11400039	11400108	410	1,3,2	16,9,17	0,0,0	1,2,0	118	100	1	1.0	0.05,0.22,0.091	0.0,0.0,NA	0.12
4114	"ENSG00000122085.16"	"MTERF4"	chr2	-	241094276	241094432	241094276	241094429	241097242	241097427	4114	2,3,4	0,0,0	7,3,2	3,0,0	103	100	0.559476704776	1.0	1.0,1.0,1.0	0.694,1.0,1.0	0.102
4115	"ENSG00000122085.16"	"MTERF4"	chr2	-	241094276	241094432	241094276	241094429	241102252	241102332	4115	3,1,2	0,0,1	3,1,5	0,0,0	103	100	1	1.0	1.0,1.0,0.66	1.0,1.0,1.0	-0.113
4122	"ENSG00000144524.17"	"COPS7B"	chr2	+	231790921	231791173	231790946	231791173	231788554	231788732	4122	4,4,1	0,0,0	8,5,0	0,1,0	125	100	1	1.0	1.0,1.0,1.0	1.0,0.8,NA	0.1
4123	"ENSG00000144524.17"	"COPS7B"	chr2	+	231801139	231801207	231801154	231801207	231798858	231798964	4123	2,2,1	0,0,0	1,0,3	1,1,1	115	100	0.468978090923	1.0	1.0,1.0,1.0	0.465,0.0,0.723	0.604
412	"ENSG00000205517.12"	"RGL3"	chr19	-	11418670	11418892	11418670	11418784	11419245	11419317	412	3,0,1	16,0,0	0,1,0	0,0,0	208	100	1	1.0	0.083,NA,1.0	NA,1.0,NA	-0.459
4138	"ENSG00000119599.16"	"DCAF4"	chr14	+	72954160	72954262	72954163	72954262	72951797	72951877	4138	7,5,10	8,9,7	1,1,14	2,2,4	103	100	0.439652611638	1.0	0.459,0.35,0.581	0.327,0.327,0.773	-0.012
4140	"ENSG00000119599.16"	"DCAF4"	chr14	+	72940219	72940377	72940251	72940377	72939801	72939902	4140	37,35,29	4,0,2	8,15,37	0,1,3	132	100	0.807426072307	1.0	0.875,1.0,0.917	1.0,0.919,0.903	-0.01
4145	"ENSG00000006125.17"	"AP2B1"	chr17	+	35600936	35601071	35600985	35601071	35598229	35598335	4145	24,13,5	0,0,0	1,0,1	0,0,1	149	100	1	1.0	1.0,1.0,1.0	1.0,NA,0.402	0.299
4146	"ENSG00000244005.12"	"NFS1"	chr20	-	35692248	35692370	35692248	35692296	35696376	35696460	4146	1,1,1	0,0,0	0,2,1	1,0,0	174	100	1	1.0	1.0,1.0,1.0	0.0,1.0,1.0	0.333
4147	"ENSG00000197620.10"	"CXorf40A"	chrX	+	149545601	149545883	149545767	149545883	149545367	149545500	4147	116,80,79	1,1,0	50,33,51	1,0,0	266	100	1	1.0	0.978,0.968,1.0	0.949,1.0,1.0	-0.001
4148	"ENSG00000129255.15"	"MPDU1"	chr17	+	7585945	7586078	7585950	7586078	7585731	7585797	4148	39,30,61	3,1,2	255,64,60	10,6,1	105	100	0.639730087598	1.0	0.925,0.966,0.967	0.96,0.91,0.983	0.002
4149	"ENSG00000129255.15"	"MPDU1"	chr17	+	7586655	7586777	7586691	7586777	7585731	7585797	4149	4,1,4	0,0,0	20,5,7	2,0,0	136	100	1	1.0	1.0,1.0,1.0	0.88,1.0,1.0	0.04
414	"ENSG00000100150.16"	"DEPDC5"	chr22	+	31836971	31837155	31836998	31837155	31833914	31833980	414	1,1,0	8,7,9	7,2,14	5,6,18	127	100	1	1.0	0.09,0.101,0.0	0.524,0.208,0.38	-0.307
4150	"ENSG00000129255.15"	"MPDU1"	chr17	+	7586655	7586777	7586691	7586777	7585950	7586078	4150	15,8,14	96,119,116	39,16,21	568,177,167	136	100	0.33232740627	1.0	0.103,0.047,0.082	0.048,0.062,0.085	0.012
4151	"ENSG00000129255.15"	"MPDU1"	chr17	+	7585694	7585797	7585731	7585797	7583859	7583965	4151	0,1,2	72,60,65	3,2,3	387,89,82	137	100	1	1.0	0.0,0.012,0.022	0.006,0.016,0.026	-0.005
4152	"ENSG00000129255.15"	"MPDU1"	chr17	+	7586691	7587271	7587160	7587271	7585945	7586078	4152	122,157,158	0,0,0	777,243,244	5,1,0	569	100	0.741446587027	1.0	1.0,1.0,1.0	0.965,0.977,1.0	0.019
4154	"ENSG00000164338.9"	"UTP15"	chr5	+	73568234	73568327	73568291	73568327	73567261	73567434	4154	61,77,56	0,2,0	59,54,71	0,0,0	157	100	1	1.0	1.0,0.961,1.0	1.0,1.0,1.0	-0.013
4155	"ENSG00000120438.11"	"TCP1"	chr6	-	159787742	159787902	159787742	159787871	159788057	159788143	4155	10,10,9	479,585,388	6,6,11	263,253,405	131	100	0.551717347437	1.0	0.016,0.013,0.017	0.017,0.018,0.02	-0.003
4156	"ENSG00000124228.14"	"DDX27"	chr20	+	49224774	49224991	49224944	49224991	49223267	49223433	4156	1,1,1	125,116,136	0,1,1	105,102,119	270	100	1	1.0	0.003,0.003,0.003	0.0,0.004,0.003	0.001
4158	"ENSG00000100564.8"	"PIGH"	chr14	-	67592634	67592718	67592634	67592715	67593742	67593952	4158	35,29,24	1,1,1	50,56,63	2,1,0	103	100	0.402668816618	1.0	0.971,0.966,0.959	0.96,0.982,1.0	-0.015
415	"ENSG00000100150.16"	"DEPDC5"	chr22	+	31758526	31758633	31758545	31758633	31754861	31754979	415	0,0,0	27,20,22	1,0,1	16,20,24	119	100	1	1.0	0.0,0.0,0.0	0.05,0.0,0.034	-0.028
4162	"ENSG00000148516.21"	"ZEB1"	chr10	+	31502347	31502509	31502353	31502509	31495778	31495838	4162	145,183,126	0,2,1	337,495,23	0,1,0	106	100	1	1.0	1.0,0.989,0.992	1.0,0.998,1.0	-0.006
4163	"ENSG00000148516.21"	"ZEB1"	chr10	+	31495775	31495838	31495778	31495838	31461036	31461237	4163	90,143,81	78,102,66	188,310,12	152,216,5	103	100	0.592641446477	1.0	0.528,0.576,0.544	0.546,0.582,0.7	-0.06
4164	"ENSG00000163104.17"	"SMARCAD1"	chr4	+	94278922	94279050	94278928	94279050	94278615	94278733	4164	22,24,26	18,28,21	45,47,59	30,43,44	106	100	0.431886114144	1.0	0.536,0.447,0.539	0.586,0.508,0.559	-0.044
4165	"ENSG00000164032.11"	"H2AFZ"	chr4	-	99949272	99949386	99949272	99949379	99949662	99949740	4165	2665,2497,2216	0,0,0	2933,1274,2743	0,1,0	107	100	1	1.0	1.0,1.0,1.0	1.0,0.999,1.0	0.0
4167	"ENSG00000139579.12"	"NABP2"	chr12	+	56226178	56226419	56226355	56226419	56225623	56225695	4167	64,60,72	1,1,0	127,66,51	0,0,0	277	100	1	1.0	0.959,0.956,1.0	1.0,1.0,1.0	-0.028
4168	"ENSG00000115268.9"	"RPS15"	chr19	+	1440018	1440253	1440025	1440253	1438806	1438892	4168	1253,273,522	4,1,4	304,140,175	2,3,0	107	100	1	1.0	0.997,0.996,0.992	0.993,0.978,1.0	0.005
4169	"ENSG00000115268.9"	"RPS15"	chr19	+	1439960	1440253	1440018	1440253	1438806	1438892	4169	3,0,2	1202,269,506	3,1,0	303,135,172	158	100	1	1.0	0.002,0.0,0.002	0.006,0.005,0.0	-0.002
4170	"ENSG00000115268.9"	"RPS15"	chr19	+	1439967	1440253	1440018	1440253	1438806	1438892	4170	1,0,2	1202,269,506	1,3,0	303,135,172	151	100	1	1.0	0.001,0.0,0.003	0.002,0.015,0.0	-0.004
4172	"ENSG00000115268.9"	"RPS15"	chr19	+	1439960	1440253	1440025	1440253	1438806	1438892	4172	54,4,18	4,1,4	4,6,3	2,3,0	165	100	0.412255741656	1.0	0.891,0.708,0.732	0.548,0.548,1.0	0.078
4173	"ENSG00000115268.9"	"RPS15"	chr19	+	1439967	1440253	1440025	1440253	1438806	1438892	4173	52,4,18	4,1,4	2,8,3	2,3,0	158	100	0.471105832429	1.0	0.892,0.717,0.74	0.388,0.628,1.0	0.111
4174	"ENSG00000115268.9"	"RPS15"	chr19	+	1439960	1440253	1439967	1440253	1438806	1438892	4174	2,0,0	0,0,0	2,0,0	0,2,0	107	100	1	1.0	1.0,NA,NA	1.0,0.0,NA	0.5
4178	"ENSG00000187607.15"	"ZNF286A"	chr17	+	15715999	15720787	15716058	15720787	15708154	15708247	4178	20,17,14	6,16,16	33,43,71	26,27,19	159	100	0.393411989771	1.0	0.677,0.401,0.355	0.444,0.5,0.702	-0.071
4182	"ENSG00000142621.19"	"FHAD1"	chr1	+	15374501	15374631	15374504	15374631	15369369	15369502	4182	0,0,2	1,1,0	0,1,0	0,1,0	103	100	1	1.0	0.0,0.0,1.0	NA,0.493,NA	-0.16
4185	"ENSG00000197586.12"	"ENTPD6"	chr20	+	25225161	25225317	25225204	25225317	25224100	25224157	4185	57,34,46	70,59,70	23,12,32	30,24,34	143	100	0.750863601612	1.0	0.363,0.287,0.315	0.349,0.259,0.397	-0.013
4190	"ENSG00000106077.18"	"ABHD11"	chr7	-	73737220	73737391	73737220	73737360	73737561	73737735	4190	6,4,21	0,0,0	52,32,17	4,0,0	131	100	0.703536892239	1.0	1.0,1.0,1.0	0.908,1.0,1.0	0.031
4191	"ENSG00000106077.18"	"ABHD11"	chr7	-	73736928	73737220	73736928	73737110	73737561	73737735	4191	3,0,4	0,0,0	46,17,14	1,0,1	210	100	1	1.0	1.0,NA,1.0	0.956,1.0,0.87	0.058
4192	"ENSG00000150967.17"	"ABCB9"	chr12	-	122928999	122930180	122928999	122930171	122932191	122932328	4192	1,0,0	16,3,10	0,0,0	7,9,2	109	100	1	1.0	0.054,0.0,0.0	0.0,0.0,0.0	0.018
4194	"ENSG00000150967.17"	"ABCB9"	chr12	-	122949787	122949918	122949787	122949904	122950450	122950565	4194	3,3,6	0,1,0	5,7,4	3,0,0	114	100	0.424118183416	1.0	1.0,0.725,1.0	0.594,1.0,1.0	0.044
4198	"ENSG00000181666.17"	"HKR1"	chr19	+	37347189	37347316	37347231	37347316	37346422	37346492	4198	5,2,0	0,0,0	16,14,11	0,1,0	142	100	1	1.0	1.0,1.0,NA	1.0,0.908,1.0	0.031
4199	"ENSG00000105854.12"	"PON2"	chr7	-	95416171	95416297	95416171	95416245	95424514	95424585	4199	129,232,163	0,0,1	560,530,124	0,0,0	152	100	1	1.0	1.0,1.0,0.991	1.0,1.0,1.0	-0.003
419	"ENSG00000076604.14"	"TRAF4"	chr17	+	28747842	28748178	28748016	28748178	28747212	28747264	419	88,101,82	0,0,0	457,223,204	0,0,2	274	100	1	1.0	1.0,1.0,1.0	1.0,1.0,0.974	0.009
4200	"ENSG00000105854.12"	"PON2"	chr7	-	95412311	95412477	95412311	95412461	95416171	95416297	4200	66,93,77	0,0,0	280,236,64	1,2,0	116	100	1	1.0	1.0,1.0,1.0	0.996,0.99,1.0	0.005
4202	"ENSG00000105854.12"	"PON2"	chr7	-	95406118	95406272	95406118	95406247	95406986	95407068	4202	21,27,27	203,260,282	84,92,12	979,827,167	125	100	0.810394199552	1.0	0.076,0.077,0.071	0.064,0.082,0.054	0.008
4203	"ENSG00000105854.12"	"PON2"	chr7	-	95406118	95406272	95406118	95406247	95409900	95410101	4203	9,21,17	5,9,3	80,78,10	30,27,14	125	100	0.348295931891	1.0	0.59,0.651,0.819	0.681,0.698,0.364	0.106
4206	"ENSG00000076382.16"	"SPAG5"	chr17	-	28591981	28592477	28591981	28592474	28598509	28598635	4206	16,19,12	17,20,11	11,10,14	15,4,8	103	100	0.367336348737	1.0	0.477,0.48,0.514	0.416,0.708,0.629	-0.094
4209	"ENSG00000076382.16"	"SPAG5"	chr17	-	28580008	28580144	28580008	28580120	28583510	28583649	4209	20,16,10	402,332,326	3,6,5	132,79,129	124	100	0.592078258576	1.0	0.039,0.037,0.024	0.018,0.058,0.03	-0.002
420	"ENSG00000076604.14"	"TRAF4"	chr17	+	28747821	28747947	28747842	28747947	28747212	28747264	420	6,1,8	68,70,57	22,10,11	341,154,140	121	100	0.786621193994	1.0	0.068,0.012,0.104	0.051,0.051,0.061	0.007
4211	"ENSG00000164114.18"	"MAP9"	chr4	-	155368585	155368812	155368585	155368809	155373135	155373456	4211	12,34,34	20,32,24	11,15,2	16,13,3	103	100	0.650543413661	1.0	0.368,0.508,0.579	0.4,0.528,0.393	0.045
4212	"ENSG00000164114.18"	"MAP9"	chr4	-	155360167	155360415	155360167	155360343	155362047	155362141	4212	78,119,108	0,1,2	37,49,15	0,0,0	172	100	1	1.0	1.0,0.986,0.969	1.0,1.0,1.0	-0.015
